날짜,영화명,좌석수,좌석판매율,좌석점유율
2025-04-06,"끝, 새로운 시작",1331,4.4%,0.0%
2025-04-06,크래쉬: 디렉터스컷,2002,9.3%,0.0%
2025-04-06,컴패니언,1591,8.2%,0.0%
2025-04-06,더 폴: 디렉터스 컷,680,10.1%,0.0%
2025-04-06,라라랜드,2310,4.2%,0.1%
2025-04-06,이매진 드래곤스: 라이브 프롬 더 할리우드 볼,1118,7.5%,0.0%
2025-04-06,200% 울프: 최강 푸들이 될 거야!,476,16.3%,0.0%
2025-04-06,화성특급,2541,2.0%,0.1%
2025-04-06,언젠틀 오퍼레이션,2502,2.0%,0.1%
2025-04-06,컴플리트 언노운,344,9.0%,0.0%
2025-04-06,아노라,321,18.6%,0.0%
2025-04-06,이처럼 사소한 것들,1129,7.6%,0.0%
2025-04-06,프라도 위대한 미술관,1299,6.1%,0.0%
2025-04-06,에밀리아 페레즈,1175,2.4%,0.0%
2025-04-06,서브스턴스,166,8.4%,0.0%
2025-04-06,블랙 백,79,8.8%,0.0%
2025-04-06,릴리 슈슈의 모든 것,100,65.0%,0.0%
2025-04-06,지고이네르바이젠,230,30.4%,0.0%
2025-04-06,캡틴 아메리카: 브레이브 뉴 월드,35,31.4%,0.0%
2025-04-06,첫 번째 키스,244,4.5%,0.0%
2025-04-06,거북이는 의외로 빨리 헤엄친다,40,40.0%,0.0%
2025-04-06,성 베드로 대성당과 로마의 교황청 대성당들,856,4.5%,0.0%
2025-04-06,극장판 하이큐!! 쓰레기장의 결전,144,29.1%,0.0%
2025-04-06,히어,72,4.1%,0.0%
2025-04-06,와일드 투어,399,2.7%,0.0%
2025-04-06,탑건: 매버릭,92,20.6%,0.0%
2025-04-06,메모리,293,3.0%,0.0%
2025-04-06,백조의 호수,611,4.2%,0.0%
2025-04-06,저주받은 아이들,212,6.1%,0.0%
2025-04-06,영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제1장,55,1.8%,0.0%
2025-04-07,극장판 진격의 거인 완결편 더 라스트 어택,92450,8.2%,5.5%
2025-04-07,플로우,39744,2.8%,2.3%
2025-04-07,콘클라베,43286,4.2%,2.5%
2025-04-07,미키 17,79911,2.7%,4.7%
2025-04-07,기동전사 건담 지쿠악스 비기닝,31486,2.7%,1.8%
2025-04-07,헤레틱,49376,2.9%,2.9%
2025-04-07,라스트 마일,23219,4.2%,1.3%
2025-04-07,본회퍼: 목사.스파이.암살자,144,91.6%,0.0%
2025-04-07,스윙걸즈,8397,4.9%,0.5%
2025-04-07,백설공주,6971,2.8%,0.4%
2025-04-07,고독한 미식가 더 무비,16697,3.2%,1.0%
2025-04-07,케이온,4642,3.6%,0.2%
2025-04-07,패션 오브 크라이스트,5327,2.6%,0.3%
2025-04-07,예언자,6334,4.4%,0.3%
2025-04-07,너의 이름은.,2395,18.9%,0.1%
2025-04-07,귀멸의 칼날: 남매의 연,11060,2.0%,0.6%
2025-04-07,위플래쉬,5236,3.0%,0.3%
2025-04-07,패왕별희 디 오리지널,4901,4.8%,0.2%
2025-04-07,브루탈리스트,1000,9.5%,0.0%
2025-04-07,그랜드 투어,2074,3.6%,0.1%
2025-04-07,올파의 딸들,1252,5.2%,0.0%
2025-04-07,크래쉬: 디렉터스컷,1692,6.3%,0.1%
2025-04-07,날씨의 아이,1518,14.4%,0.0%
2025-04-07,프라도 위대한 미술관,1000,3.7%,0.0%
2025-04-07,화이트 버드,2413,1.9%,0.1%
2025-04-07,은혼 금혼편 온 씨어터,3870,2.9%,0.2%
2025-04-07,성 베드로 대성당과 로마의 교황청 대성당들,898,3.1%,0.0%
2025-04-07,스즈메의 문단속,1653,8.7%,0.0%
2025-04-07,어느 파리 택배기사의 48시간,92,72.8%,0.0%
2025-04-07,컴패니언,1660,5.0%,0.0%
2025-04-07,열화청춘 리마스터링,4276,1.8%,0.2%
2025-04-07,릴리 슈슈의 모든 것,52,73.0%,0.0%
2025-04-07,바빌론,6499,1.5%,0.3%
2025-04-07,더 폴: 디렉터스 컷,695,5.0%,0.0%
2025-04-07,행복의 노란 손수건,1665,2.7%,0.0%
2025-04-07,대삼원 리마스터링,4835,1.7%,0.2%
2025-04-07,애정이 꽃피는 나무,900,26.3%,0.0%
2025-04-07,200% 울프: 최강 푸들이 될 거야!,485,4.5%,0.0%
2025-04-07,아노라,126,6.3%,0.0%
2025-04-07,서브스턴스,332,4.5%,0.0%
2025-04-07,에밀리아 페레즈,1469,1.6%,0.0%
2025-04-07,"알리스, 조안, 레베카의 사랑",92,86.9%,0.0%
2025-04-07,그림자 군단,40,87.5%,0.0%
2025-04-07,컴플리트 언노운,250,9.2%,0.0%
2025-04-07,패터슨,940,5.1%,0.0%
2025-04-07,캡틴 아메리카: 브레이브 뉴 월드,35,5.7%,0.0%
2025-04-07,화성특급,2096,1.7%,0.1%
2025-04-07,"끝, 새로운 시작",1165,3.0%,0.0%
2025-04-07,라라랜드,2020,1.7%,0.1%
2025-04-07,어바웃 타임,92,5.4%,0.0%
2025-04-07,언젠틀 오퍼레이션,1478,1.4%,0.0%
2025-04-07,탑건: 매버릭,92,9.7%,0.0%
2025-04-07,악령: 깨어난 시체,716,2.7%,0.0%
2025-04-07,이매진 드래곤스: 라이브 프롬 더 할리우드 볼,876,2.3%,0.0%
2025-04-07,애프터 양,91,18.6%,0.0%
2025-04-07,추락의 해부,74,17.5%,0.0%
2025-04-07,첫 번째 키스,501,3.1%,0.0%
2025-04-07,빅 피쉬,50,6.0%,0.0%
2025-04-07,로봇 드림,91,6.5%,0.0%
2025-04-07,거북이는 의외로 빨리 헤엄친다,42,35.7%,0.0%
2025-04-07,원피스 필름 레드,144,3.4%,0.0%
2025-04-07,와일드 투어,503,0.9%,0.0%
2025-04-07,퍼펙트 데이즈,74,10.8%,0.0%
2025-04-07,태풍 클럽,58,8.6%,0.0%
2025-04-07,블랙 백,211,5.6%,0.0%
2025-04-07,마담 프루스트의 비밀정원,57,1.7%,0.0%
2025-04-07,국외자들,92,17.3%,0.0%
2025-04-07,아머: 현금수송차,57,14.0%,0.0%
2025-04-07,악은 존재하지 않는다,74,9.4%,0.0%
2025-04-07,타샤 튜더,138,3.6%,0.0%
2025-04-07,하이퍼 프로젝션 연극 하이큐!! 쓰레기장의 결전,144,1.3%,0.0%
2025-04-07,꿈에 그리던 여사장님과의 미친 섹스,83,1.2%,0.0%
2025-04-07,며느라기 혼구녕 내기 무삭제판,83,1.2%,0.0%
2025-04-07,새엄마의 누드모델-더 세워줘,83,1.2%,0.0%
2025-04-07,안드로이드 사쿠라,195,0.5%,0.0%
2025-04-07,젖큰 사모님-남편 옆 미친 불륜,83,1.2%,0.0%
2025-04-07,처음 여친이 생긴 새아들에게 섹스레슨,195,0.5%,0.0%
2025-04-08,아마추어,247,100.0%,0.0%
2025-04-08,극장판 진격의 거인 완결편 더 라스트 어택,90636,7.4%,5.4%
2025-04-08,플로우,40085,2.7%,2.4%
2025-04-08,콘클라베,44339,3.7%,2.6%
2025-04-08,미키 17,78951,2.3%,4.7%
2025-04-08,기동전사 건담 지쿠악스 비기닝,27643,2.5%,1.6%
2025-04-08,헤레틱,51402,3.5%,3.0%
2025-04-08,라스트 마일,23885,4.3%,1.4%
2025-04-08,출동! 왕엉덩이 히어로: 털복숭이 꼬리도적단 소탕작전,151,100.0%,0.0%
2025-04-08,스윙걸즈,8820,4.6%,0.5%
2025-04-08,백설공주,8275,2.3%,0.4%
2025-04-08,고독한 미식가 더 무비,16805,3.7%,1.0%
2025-04-08,케이온,4521,2.5%,0.2%
2025-04-08,마리아,279,100.0%,0.0%
2025-04-08,패션 오브 크라이스트,5104,2.4%,0.3%
2025-04-08,예언자,7169,3.8%,0.4%
2025-04-08,너의 이름은.,2395,19.4%,0.1%
2025-04-08,귀멸의 칼날: 남매의 연,9121,2.0%,0.5%
2025-04-08,위플래쉬,5845,2.8%,0.3%
2025-04-08,패왕별희 디 오리지널,5066,5.1%,0.3%
2025-04-08,브루탈리스트,948,12.7%,0.0%
2025-04-08,그랜드 투어,1095,6.9%,0.0%
2025-04-08,올파의 딸들,1786,5.4%,0.1%
2025-04-08,크래쉬: 디렉터스컷,1536,6.8%,0.0%
2025-04-08,세레나데,1144,14.5%,0.0%
2025-04-08,날씨의 아이,1518,14.4%,0.0%
2025-04-08,프라도 위대한 미술관,332,20.4%,0.0%
2025-04-08,화이트 버드,2528,1.8%,0.1%
2025-04-08,은혼 금혼편 온 씨어터,3952,3.0%,0.2%
2025-04-08,성 베드로 대성당과 로마의 교황청 대성당들,856,1.0%,0.0%
2025-04-08,스즈메의 문단속,1653,10.7%,0.0%
2025-04-08,컴패니언,1629,4.3%,0.0%
2025-04-08,열화청춘 리마스터링,3844,1.7%,0.2%
2025-04-08,릴리 슈슈의 모든 것,52,78.8%,0.0%
2025-04-08,바빌론,7955,2.1%,0.4%
2025-04-08,더 폴: 디렉터스 컷,1259,2.3%,0.0%
2025-04-08,행복의 노란 손수건,1899,3.0%,0.1%
2025-04-08,대삼원 리마스터링,3058,1.9%,0.1%
2025-04-08,아노라,446,9.6%,0.0%
2025-04-08,서브스턴스,402,5.2%,0.0%
2025-04-08,에밀리아 페레즈,1002,2.8%,0.0%
2025-04-08,그림자 군단,40,65.0%,0.0%
2025-04-08,컴플리트 언노운,158,7.5%,0.0%
2025-04-08,트랜스포머 ONE,91,39.5%,0.0%
2025-04-08,패터슨,190,7.3%,0.0%
2025-04-08,캡틴 아메리카: 브레이브 뉴 월드,35,14.2%,0.0%
2025-04-08,화성특급,2656,2.5%,0.1%
2025-04-08,이처럼 사소한 것들,124,9.6%,0.0%
2025-04-08,"끝, 새로운 시작",1117,3.3%,0.0%
2025-04-08,라라랜드,2944,2.4%,0.1%
2025-04-08,어바웃 타임,92,5.4%,0.0%
2025-04-08,언젠틀 오퍼레이션,2245,1.7%,0.1%
2025-04-08,탑건: 매버릭,92,11.9%,0.0%
2025-04-08,지고이네르바이젠,92,5.4%,0.0%
2025-04-08,악령: 깨어난 시체,1327,1.7%,0.0%
2025-04-08,바라바,506,7.5%,0.0%
2025-04-08,백조의 호수,318,6.6%,0.0%
2025-04-08,이매진 드래곤스: 라이브 프롬 더 할리우드 볼,876,3.4%,0.0%
2025-04-08,첫 번째 키스,501,1.9%,0.0%
2025-04-08,패스트 라이브즈,677,3.3%,0.0%
2025-04-08,와일드 로봇,91,13.1%,0.0%
2025-04-08,존 오브 인터레스트,115,15.6%,0.0%
2025-04-08,빅 피쉬,52,13.4%,0.0%
2025-04-08,마탄의 사수,620,3.3%,0.0%
2025-04-08,원피스 필름 레드,144,4.1%,0.0%
2025-04-08,와일드 투어,266,3.3%,0.0%
2025-04-08,퍼펙트 데이즈,74,4.0%,0.0%
2025-04-08,바르다가 사랑한 얼굴들,92,27.1%,0.0%
2025-04-08,블랙 백,79,7.5%,0.0%
2025-04-08,머나먼 서부,597,3.5%,0.0%
2025-04-08,은혼 일국경성편 온 씨어터,144,11.8%,0.0%
2025-04-08,메모리,72,18.0%,0.0%
2025-04-08,앙: 단팥 인생 이야기,59,5.0%,0.0%
2025-04-08,인생 후르츠,59,1.6%,0.0%
2025-04-09,극장판 진격의 거인 완결편 더 라스트 어택,77266,8.5%,4.4%
2025-04-09,플로우,28260,4.3%,1.6%
2025-04-09,콘클라베,27704,4.3%,1.5%
2025-04-09,미키 17,36153,2.6%,2.0%
2025-04-09,기동전사 건담 지쿠악스 비기닝,20626,2.7%,1.1%
2025-04-09,헤레틱,28436,4.8%,1.6%
2025-04-09,라스트 마일,19972,8.7%,1.1%
2025-04-09,본회퍼: 목사.스파이.암살자,8329,7.4%,0.4%
2025-04-09,스윙걸즈,6313,6.1%,0.3%
2025-04-09,백설공주,1676,5.3%,0.0%
2025-04-09,고독한 미식가 더 무비,4699,3.3%,0.2%
2025-04-09,케이온,608,3.6%,0.0%
2025-04-09,패션 오브 크라이스트,900,19.0%,0.0%
2025-04-09,예언자,2022,5.3%,0.1%
2025-04-09,귀멸의 칼날: 남매의 연,7546,2.0%,0.4%
2025-04-09,위플래쉬,1037,5.4%,0.0%
2025-04-09,패왕별희 디 오리지널,278,3.2%,0.0%
2025-04-09,브루탈리스트,549,7.1%,0.0%
2025-04-09,그랜드 투어,981,5.3%,0.0%
2025-04-09,올파의 딸들,1427,3.5%,0.0%
2025-04-09,크래쉬: 디렉터스컷,692,7.3%,0.0%
2025-04-09,프라도 위대한 미술관,506,11.2%,0.0%
2025-04-09,화이트 버드,1384,2.3%,0.0%
2025-04-09,은혼 금혼편 온 씨어터,144,11.1%,0.0%
2025-04-09,성 베드로 대성당과 로마의 교황청 대성당들,166,70.4%,0.0%
2025-04-09,어느 파리 택배기사의 48시간,92,93.4%,0.0%
2025-04-09,컴패니언,376,4.2%,0.0%
2025-04-09,열화청춘 리마스터링,1277,1.4%,0.0%
2025-04-09,릴리 슈슈의 모든 것,50,78.0%,0.0%
2025-04-09,더 폴: 디렉터스 컷,122,23.7%,0.0%
2025-04-09,행복의 노란 손수건,459,2.1%,0.0%
2025-04-09,대삼원 리마스터링,1520,1.3%,0.0%
2025-04-09,200% 울프: 최강 푸들이 될 거야!,232,27.1%,0.0%
2025-04-09,아노라,269,3.3%,0.0%
2025-04-09,서브스턴스,600,2.3%,0.0%
2025-04-09,에밀리아 페레즈,798,6.0%,0.0%
2025-04-09,그림자 군단,40,22.5%,0.0%
2025-04-09,컴플리트 언노운,210,7.6%,0.0%
2025-04-09,캡틴 아메리카: 브레이브 뉴 월드,55,3.6%,0.0%
2025-04-09,화성특급,199,1.0%,0.0%
2025-04-09,"끝, 새로운 시작",931,1.8%,0.0%
2025-04-09,어바웃 타임,92,8.6%,0.0%
2025-04-09,언젠틀 오퍼레이션,341,1.1%,0.0%
2025-04-09,탑건: 매버릭,92,3.2%,0.0%
2025-04-09,애프터 양,91,12.0%,0.0%
2025-04-09,빅 피쉬,50,8.0%,0.0%
2025-04-09,거북이는 의외로 빨리 헤엄친다,40,22.5%,0.0%
2025-04-09,원피스 필름 레드,144,5.5%,0.0%
2025-04-09,와일드 투어,40,5.0%,0.0%
2025-04-09,타샤 튜더,138,3.6%,0.0%
2025-04-10,아마추어,260693,3.8%,15.0%
2025-04-10,극장판 진격의 거인 완결편 더 라스트 어택,81441,9.8%,4.7%
2025-04-10,너의 췌장을 먹고 싶어,57535,4.6%,3.3%
2025-04-10,베러맨,103597,3.0%,6.0%
2025-04-10,플로우,26234,4.4%,1.5%
2025-04-10,콘클라베,27330,4.4%,1.5%
2025-04-10,미키 17,31168,3.2%,1.8%
2025-04-10,기동전사 건담 지쿠악스 비기닝,32579,8.9%,1.8%
2025-04-10,헤레틱,29171,3.2%,1.6%
2025-04-10,라스트 마일,19885,4.6%,1.1%
2025-04-10,택시 드라이버,17503,5.3%,1.0%
2025-04-10,본회퍼: 목사.스파이.암살자,8887,9.3%,0.5%
2025-04-10,스윙걸즈,5568,5.9%,0.3%
2025-04-10,백설공주,1514,14.3%,0.0%
2025-04-10,고독한 미식가 더 무비,4631,3.1%,0.2%
2025-04-10,케이온,636,27.2%,0.0%
2025-04-10,마리아,559,99.4%,0.0%
2025-04-10,패션 오브 크라이스트,742,6.8%,0.0%
2025-04-10,예언자,1596,4.6%,0.0%
2025-04-10,아키라,4688,3.1%,0.2%
2025-04-10,귀멸의 칼날: 남매의 연,7740,2.0%,0.4%
2025-04-10,위플래쉬,1244,4.1%,0.0%
2025-04-10,패왕별희 디 오리지널,278,9.3%,0.0%
2025-04-10,브루탈리스트,597,11.2%,0.0%
2025-04-10,그랜드 투어,1078,8.5%,0.0%
2025-04-10,올파의 딸들,1623,3.3%,0.0%
2025-04-10,크래쉬: 디렉터스컷,650,6.3%,0.0%
2025-04-10,세레나데,1144,12.1%,0.0%
2025-04-10,프라도 위대한 미술관,392,7.3%,0.0%
2025-04-10,화이트 버드,1856,1.8%,0.1%
2025-04-10,은혼 금혼편 온 씨어터,144,18.7%,0.0%
2025-04-10,컴패니언,142,0.0%,0.0%
2025-04-10,열화청춘 리마스터링,1532,2.0%,0.0%
2025-04-10,릴리 슈슈의 모든 것,102,38.2%,0.0%
2025-04-10,더 폴: 디렉터스 컷,303,10.5%,0.0%
2025-04-10,행복의 노란 손수건,463,5.6%,0.0%
2025-04-10,대삼원 리마스터링,951,1.5%,0.0%
2025-04-10,극장판 짱구는 못말려: 우리들의 공룡일기,115,1.7%,0.0%
2025-04-10,200% 울프: 최강 푸들이 될 거야!,258,28.2%,0.0%
2025-04-10,아노라,175,7.4%,0.0%
2025-04-10,서브스턴스,284,16.1%,0.0%
2025-04-10,에밀리아 페레즈,251,15.5%,0.0%
2025-04-10,그림자 군단,40,75.0%,0.0%
2025-04-10,컴플리트 언노운,64,4.6%,0.0%
2025-04-10,드라이브 마이 카,1097,3.7%,0.0%
2025-04-10,트랜스포머 ONE,91,48.3%,0.0%
2025-04-10,캡틴 아메리카: 브레이브 뉴 월드,55,1.8%,0.0%
2025-04-10,후계자,304,43.0%,0.0%
2025-04-10,화성특급,88,2.2%,0.0%
2025-04-10,이처럼 사소한 것들,1091,2.9%,0.0%
2025-04-10,그녀,102,12.7%,0.0%
2025-04-10,"끝, 새로운 시작",437,3.2%,0.0%
2025-04-10,추억,340,10.8%,0.0%
2025-04-10,어바웃 타임,92,14.1%,0.0%
2025-04-10,언젠틀 오퍼레이션,237,0.8%,0.0%
2025-04-10,복수는 나의것,230,10.8%,0.0%
2025-04-10,탑건: 매버릭,92,1.0%,0.0%
2025-04-10,토스카,390,7.4%,0.0%
2025-04-10,돈 보더 투 노크,796,1.7%,0.0%
2025-04-10,오차즈케의 맛,230,25.2%,0.0%
2025-04-10,가슴에 빛나는 별,759,4.4%,0.0%
2025-04-10,꼬마 판다 팡의 아프리카 대모험,70,47.1%,0.0%
2025-04-10,추락의 해부,74,8.1%,0.0%
2025-04-10,도쿄의 밤하늘은 항상 가장 짙은 블루,50,24.0%,0.0%
2025-04-10,첫 번째 키스,185,2.1%,0.0%
2025-04-10,로봇 드림,91,14.2%,0.0%
2025-04-10,거북이는 의외로 빨리 헤엄친다,40,5.0%,0.0%
2025-04-10,원피스 필름 레드,144,2.0%,0.0%
2025-04-10,와일드 투어,282,3.9%,0.0%
2025-04-10,봄 이야기,138,10.8%,0.0%
2025-04-10,퍼펙트 데이즈,74,2.7%,0.0%
2025-04-10,태풍 클럽,58,29.3%,0.0%
2025-04-10,마담 프루스트의 비밀정원,92,21.7%,0.0%
2025-04-10,은혼 가시아귀편 온 씨어터,144,14.5%,0.0%
2025-04-10,메모리,72,4.1%,0.0%
2025-04-10,아머: 현금수송차,36,22.2%,0.0%
2025-04-10,벌집의 정령,40,15.0%,0.0%
2025-04-10,영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제1장,55,5.4%,0.0%
2025-04-10,"고흐, 영원의 문에서",138,1.4%,0.0%
2025-04-10,더 콕핏,40,2.5%,0.0%
2025-04-11,극장판 진격의 거인 완결편 더 라스트 어택,88440,9.9%,4.7%
2025-04-11,플로우,26306,4.3%,1.4%
2025-04-11,콘클라베,26843,5.6%,1.4%
2025-04-11,미키 17,32886,3.6%,1.7%
2025-04-11,기동전사 건담 지쿠악스 비기닝,27937,5.3%,1.4%
2025-04-11,헤레틱,28522,4.4%,1.5%
2025-04-11,라스트 마일,19388,7.4%,1.0%
2025-04-11,본회퍼: 목사.스파이.암살자,9460,9.4%,0.5%
2025-04-11,스윙걸즈,5905,5.1%,0.3%
2025-04-11,백설공주,1654,8.5%,0.0%
2025-04-11,고독한 미식가 더 무비,4066,4.8%,0.2%
2025-04-11,케이온,962,11.6%,0.0%
2025-04-11,패션 오브 크라이스트,850,4.3%,0.0%
2025-04-11,예언자,1846,3.2%,0.0%
2025-04-11,위플래쉬,1256,3.5%,0.0%
2025-04-11,패왕별희 디 오리지널,501,12.5%,0.0%
2025-04-11,브루탈리스트,514,9.9%,0.0%
2025-04-11,그랜드 투어,1312,4.6%,0.0%
2025-04-11,올파의 딸들,1546,8.6%,0.0%
2025-04-11,크래쉬: 디렉터스컷,594,4.2%,0.0%
2025-04-11,프라도 위대한 미술관,1342,3.9%,0.0%
2025-04-11,화이트 버드,1953,2.3%,0.1%
2025-04-11,은혼 금혼편 온 씨어터,144,6.2%,0.0%
2025-04-11,성 베드로 대성당과 로마의 교황청 대성당들,856,2.3%,0.0%
2025-04-11,컴패니언,294,6.4%,0.0%
2025-04-11,열화청춘 리마스터링,1115,2.3%,0.0%
2025-04-11,릴리 슈슈의 모든 것,52,59.6%,0.0%
2025-04-11,더 폴: 디렉터스 컷,202,15.3%,0.0%
2025-04-11,행복의 노란 손수건,531,3.2%,0.0%
2025-04-11,대삼원 리마스터링,1002,2.1%,0.0%
2025-04-11,200% 울프: 최강 푸들이 될 거야!,70,5.7%,0.0%
2025-04-11,아노라,253,10.2%,0.0%
2025-04-11,서브스턴스,326,2.7%,0.0%
2025-04-11,에밀리아 페레즈,288,4.1%,0.0%
2025-04-11,"알리스, 조안, 레베카의 사랑",92,25.0%,0.0%
2025-04-11,그림자 군단,40,57.5%,0.0%
2025-04-11,컴플리트 언노운,290,17.9%,0.0%
2025-04-11,패터슨,1055,3.7%,0.0%
2025-04-11,캡틴 아메리카: 브레이브 뉴 월드,171,67.8%,0.0%
2025-04-11,화성특급,199,2.5%,0.0%
2025-04-11,"끝, 새로운 시작",152,1.9%,0.0%
2025-04-11,어바웃 타임,92,10.8%,0.0%
2025-04-11,언젠틀 오퍼레이션,383,1.8%,0.0%
2025-04-11,탑건: 매버릭,92,6.5%,0.0%
2025-04-11,악령: 깨어난 시체,148,16.8%,0.0%
2025-04-11,빅 피쉬,52,11.5%,0.0%
2025-04-11,로봇 드림,91,9.8%,0.0%
2025-04-11,거북이는 의외로 빨리 헤엄친다,40,5.0%,0.0%
2025-04-11,와일드 투어,356,0.8%,0.0%
2025-04-11,블랙 백,59,1.6%,0.0%
2025-04-11,악은 존재하지 않는다,148,4.0%,0.0%
2025-04-11,타샤 튜더,138,1.4%,0.0%
2025-04-12,극장판 진격의 거인 완결편 더 라스트 어택,109764,14.3%,5.0%
2025-04-12,플로우,46152,12.2%,2.1%
2025-04-12,콘클라베,27638,10.9%,1.2%
2025-04-12,미키 17,36209,6.5%,1.6%
2025-04-12,기동전사 건담 지쿠악스 비기닝,26821,9.5%,1.2%
2025-04-12,헤레틱,26013,7.3%,1.2%
2025-04-12,라스트 마일,20942,10.9%,0.9%
2025-04-12,본회퍼: 목사.스파이.암살자,9876,9.6%,0.4%
2025-04-12,스윙걸즈,5263,10.3%,0.2%
2025-04-12,백설공주,8653,8.1%,0.4%
2025-04-12,고독한 미식가 더 무비,3573,8.8%,0.1%
2025-04-12,케이온,2383,34.2%,0.1%
2025-04-12,패션 오브 크라이스트,1160,19.9%,0.0%
2025-04-12,예언자,1720,8.9%,0.0%
2025-04-12,위플래쉬,1366,9.7%,0.0%
2025-04-12,패왕별희 디 오리지널,384,13.5%,0.0%
2025-04-12,브루탈리스트,830,15.1%,0.0%
2025-04-12,그랜드 투어,2182,5.4%,0.1%
2025-04-12,올파의 딸들,1485,6.2%,0.0%
2025-04-12,크래쉬: 디렉터스컷,772,11.0%,0.0%
2025-04-12,프라도 위대한 미술관,434,15.4%,0.0%
2025-04-12,화이트 버드,2174,4.5%,0.1%
2025-04-12,은혼 금혼편 온 씨어터,144,16.6%,0.0%
2025-04-12,성 베드로 대성당과 로마의 교황청 대성당들,166,72.2%,0.0%
2025-04-12,컴패니언,296,29.3%,0.0%
2025-04-12,열화청춘 리마스터링,1132,2.4%,0.0%
2025-04-12,릴리 슈슈의 모든 것,50,56.0%,0.0%
2025-04-12,더 폴: 디렉터스 컷,1403,5.1%,0.0%
2025-04-12,행복의 노란 손수건,654,5.5%,0.0%
2025-04-12,대삼원 리마스터링,705,2.2%,0.0%
2025-04-12,200% 울프: 최강 푸들이 될 거야!,108,4.6%,0.0%
2025-04-12,아노라,400,15.5%,0.0%
2025-04-12,서브스턴스,268,17.9%,0.0%
2025-04-12,에밀리아 페레즈,94,10.6%,0.0%
2025-04-12,"알리스, 조안, 레베카의 사랑",212,31.6%,0.0%
2025-04-12,그림자 군단,40,40.0%,0.0%
2025-04-12,컴플리트 언노운,340,11.4%,0.0%
2025-04-12,캡틴 아메리카: 브레이브 뉴 월드,55,5.4%,0.0%
2025-04-12,화성특급,88,6.8%,0.0%
2025-04-12,"끝, 새로운 시작",212,0.0%,0.0%
2025-04-12,어바웃 타임,92,28.2%,0.0%
2025-04-12,언젠틀 오퍼레이션,391,1.5%,0.0%
2025-04-12,탑건: 매버릭,92,19.5%,0.0%
2025-04-12,악령: 깨어난 시체,72,1.3%,0.0%
2025-04-12,추락의 해부,74,40.5%,0.0%
2025-04-12,첫 번째 키스,113,2.6%,0.0%
2025-04-12,빅 피쉬,52,28.8%,0.0%
2025-04-12,로봇 드림,91,14.2%,0.0%
2025-04-12,거북이는 의외로 빨리 헤엄친다,42,11.9%,0.0%
2025-04-12,와일드 투어,40,10.0%,0.0%
2025-04-12,퍼펙트 데이즈,74,27.0%,0.0%
2025-04-12,블랙 백,30,20.0%,0.0%
2025-04-13,아마추어,246900,6.9%,12.0%
2025-04-13,극장판 진격의 거인 완결편 더 라스트 어택,107843,12.7%,5.2%
2025-04-13,플로우,46339,13.1%,2.2%
2025-04-13,콘클라베,28044,10.3%,1.3%
2025-04-13,미키 17,32331,5.8%,1.5%
2025-04-13,기동전사 건담 지쿠악스 비기닝,26097,8.1%,1.2%
2025-04-13,헤레틱,24450,6.1%,1.1%
2025-04-13,라스트 마일,20149,6.9%,0.9%
2025-04-13,출동! 왕엉덩이 히어로: 털복숭이 꼬리도적단 소탕작전,39092,11.1%,1.9%
2025-04-13,스윙걸즈,4710,9.7%,0.2%
2025-04-13,백설공주,8985,8.6%,0.4%
2025-04-13,고독한 미식가 더 무비,3115,9.3%,0.1%
2025-04-13,케이온,2528,29.8%,0.1%
2025-04-13,패션 오브 크라이스트,3315,28.4%,0.1%
2025-04-13,예언자,1776,10.1%,0.0%
2025-04-13,위플래쉬,1226,9.5%,0.0%
2025-04-13,패왕별희 디 오리지널,457,14.4%,0.0%
2025-04-13,브루탈리스트,928,12.2%,0.0%
2025-04-13,그랜드 투어,1263,9.5%,0.0%
2025-04-13,올파의 딸들,1292,7.5%,0.0%
2025-04-13,크래쉬: 디렉터스컷,1024,9.1%,0.0%
2025-04-13,프라도 위대한 미술관,504,16.6%,0.0%
2025-04-13,화이트 버드,1841,1.8%,0.0%
2025-04-13,은혼 금혼편 온 씨어터,144,17.3%,0.0%
2025-04-13,성 베드로 대성당과 로마의 교황청 대성당들,856,3.9%,0.0%
2025-04-13,컴패니언,346,7.2%,0.0%
2025-04-13,열화청춘 리마스터링,961,3.2%,0.0%
2025-04-13,릴리 슈슈의 모든 것,102,62.7%,0.0%
2025-04-13,더 폴: 디렉터스 컷,418,7.8%,0.0%
2025-04-13,행복의 노란 손수건,851,7.8%,0.0%
2025-04-13,대삼원 리마스터링,989,2.1%,0.0%
2025-04-13,아노라,301,8.3%,0.0%
2025-04-13,서브스턴스,423,5.4%,0.0%
2025-04-13,에밀리아 페레즈,416,3.1%,0.0%
